qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,False,0,0.0,0.49545569999463623,0.00015066173733868383,4.423738823274858e-05,0.0,0.0,0.0
1,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5351884999981849,0.00015864332514009123,4.658094675345582e-05,0.0,0.0,0.0
2,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5953335000012885,0.00017577499738642629,5.161115846894718e-05,0.0,0.0,0.0
3,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6202342999968096,0.00018229469545798368,5.352547606441893e-05,0.0,0.0,0.0
4,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6143175999968662,0.00018114897643282845,5.318906936808898e-05,0.0,0.0,0.0
5,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,False,0,0.0,0.595857900007104,0.000183270351161649,5.381194866792751e-05,0.0,0.0,0.0
6,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6458184999937657,0.00018585364314375826,5.4570456384284315e-05,0.0,0.0,0.0
7,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5737101999911829,0.0001682528082332093,4.9402488850442845e-05,0.0,0.0,0.0
8,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6426618999976199,0.0001887587005417942,5.542344105196037e-05,0.0,0.0,0.0
9,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.639828999999736,0.00018722904996319113,5.497430414632388e-05,0.0,0.0,0.0
10,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.630124600000272,0.00018590449124671881,5.4585386434284386e-05,0.0,0.0,0.0
11,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,False,0,0.0,0.624758899997687,0.00018302315113925035,5.373936565146188e-05,0.0,0.0,0.0
12,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.606017799997062,0.00017879295923149506,5.249729420699332e-05,0.0,0.0,0.0
13,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6446580999981961,0.00018630158116747115,5.470198021116447e-05,0.0,0.0,0.0
14,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5371540999985882,0.00016698706651725043,4.903084102080587e-05,0.0,0.0,0.0
15,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5866344000023673,0.00017337627478187682,5.090684412215596e-05,0.0,0.0,0.0
16,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6200856999930693,0.00018196180967180257,5.3427733943422715e-05,0.0,0.0,0.0
17,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6118931999953929,0.00018051856317233438,5.300396705449453e-05,0.0,0.0,0.0
18,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6061034000013024,0.00017960935422120522,5.2737004585680204e-05,0.0,0.0,0.0
19,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.594194499994046,0.0001830180967785909,5.373788158710215e-05,0.0,0.0,0.0
20,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,False,0,0.0,0.6154240999967442,0.00018186413509351573,5.339905467610196e-05,0.0,0.0,0.0
21,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6172827999907895,0.00018214661106554406,5.348199543771651e-05,0.0,0.0,0.0
22,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6274139000015566,0.00018477406418203262,5.425346977241214e-05,0.0,0.0,0.0
23,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6261320000048727,0.00018457541327202747,5.419514177497951e-05,0.0,0.0,0.0
24,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6033024999996996,0.00017826329044663352,5.2341772545790014e-05,0.0,0.0,0.0
25,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.5465666000018246,0.00016247541015044904,4.770612581576157e-05,0.0,0.0,0.0
26,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6471598000061931,0.0001903975101365784,5.590462929234984e-05,0.0,0.0,0.0
27,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,False,0,0.0,0.4953964000014821,0.00014811208369336636,4.3488757424692764e-05,0.0,0.0,0.0
28,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.625866499998665,0.00018449155946981358,5.417052057208584e-05,0.0,0.0,0.0
29,@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@,True,True,1,1.0,0.6035769999944023,0.00018543198531798642,5.4446648964633266e-05,0.0,0.0,0.0
