qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Using the provided context, answer the question with as few words as possible. Context: Reading Full name Reading Football Club Nickname ( s ) The Royals Founded 1871 ; 147 years ago ( 1871 ) Ground Madejski Stadium Ground Capacity 24,161 Owner Dai Yongge and Dai Xiuli ( majority ) Chairman Sir John Madejski Manager Jaap Stam League Championship 2016 -- 17 Championship , 3rd Website Club website Home colours Away colours Current season
Question: who is the owner of reading football club
Answer: ",Dai Yongge and Dai Xiuli,dai yongge and dai xiuli,Dai Yongge and Dai Xiuli (majority),0,0.7272727272727272,0.26137519999974757,7.353151262373533e-05,2.1590366132345367e-05,0.0,0.0,0.0
1,"Using the provided context, answer the question with as few words as possible. Context: 132 -- Roopa Ganguly 2016 - 2022
Question: who was the first lady nominated member of the rajya sabha
Answer: ",Roopa Ganguly,roopa ganguly,Mary Kom,0,0.0,0.28622600000016973,7.8488171030493e-05,2.3045743098986496e-05,0.0,0.0,0.0
2,"Using the provided context, answer the question with as few words as possible. Context: Cast Character Rank / Position Seasons Notes Regular Recurring Guest Christopher Meloni Elliot Stabler Detective 1 -- 12 Mariska Hargitay Olivia Benson Lieutenant 1 -- Richard Belzer John Munch DA Investigator 1 -- 15 15 , 17 Dann Florek Donald Cragen Captain 1 -- 15 16 Michelle Hurd Monique Jeffries Detective 1 -- 2 Stephanie March Alexandra Cabot Assistant District Attorney 2 -- 5 , 11 2 , 10 , 13 6 Ice - T Odafin `` Fin '' Tutuola Detective 2 -- Tamara Tunie Melinda Warner Medical Examiner 7 -- 12 2 -- 6 , 13 -- 17 19 B.D. Wong George Huang FBI Special Agent 4 -- 12 2 -- 3 13 -- 15 , 17 Diane Neal Casey Novak Senior Assistant District Attorney 5 -- 9 13 12 Adam Beach Chester Lake Detective 9 8 Michaela McManus Kim Greylek Assistant District Attorney 10 Danny Pino Nick Amaro Detective 13 -- 16 Kelli Giddish Amanda Rollins Detective 13 -- Raúl Esparza Rafael Barba Assistant District Attorney 15 -- 14 Peter Scanavino Dominick Carisi Jr . Detective 16 -- 16
Question: cast of law & order special victim unit
Answer: ",Christopher Meloni Mariska Hargitay Richard Belzer Dann Florek Ice-T Tamara Tunie B.D. Wong Diane Neal Adam Beach Michaela McManus Danny Pino Kelli Giddish Raúl Esparza Peter Scanavino,christopher meloni mariska hargitay richard belzer dann florek icet tamara tunie bd wong diane neal adam beach michaela mcmanus danny pino kelli giddish raúl esparza peter scanavino,Christopher Meloni,0,0.13793103448275862,0.8004215999972075,0.00025728842567805064,7.554517939034962e-05,0.0,0.0,0.0
3,"Using the provided context, answer the question with as few words as possible. Context: The village of New Earswick was built as a genuine mixed community . There was housing for both workers and managers , in a green setting with gardens for each home with its own 2 fruit trees . It was founded by the York philanthropist , Joseph Rowntree , who was quoted as saying , `` I do not want to establish communities bearing the stamp of charity but rather of rightly ordered and self governing communities '' . The first 28 houses were built between 1902 and 1904 by the architect Raymond Unwin , after which the Joseph Rowntree Village Trust ( now the Joseph Rowntree Housing Trust ) was established to continue building and manage the new village . The Joseph Rowntree Housing Trust is part of the Joseph Rowntree Foundation .
Question: who designed the garden city of new earswick
Answer: ",Raymond Unwin,raymond unwin,Raymond Unwin,1,1.0,0.3271820000009029,9.341282363641185e-05,2.742792840515192e-05,0.0,0.0,0.0
4,"Using the provided context, answer the question with as few words as possible. Context: The earliest predecessors of the eye were photoreceptor proteins that sense light , found even in unicellular organisms , called `` eyespots '' . Eyespots can only sense ambient brightness : they can distinguish light from dark , sufficient for photoperiodism and daily synchronization of circadian rhythms . They are insufficient for vision , as they can not distinguish shapes or determine the direction light is coming from . Eyespots are found in nearly all major animal groups , and are common among unicellular organisms , including euglena . The euglena 's eyespot , called a stigma , is located at its anterior end . It is a small splotch of red pigment which shades a collection of light sensitive crystals . Together with the leading flagellum , the eyespot allows the organism to move in response to light , often toward the light to assist in photosynthesis , and to predict day and night , the primary function of circadian rhythms . Visual pigments are located in the brains of more complex organisms , and are thought to have a role in synchronising spawning with lunar cycles . By detecting the subtle changes in night - time illumination , organisms could synchronise the release of sperm and eggs to maximise the probability of fertilisation .
Question: what is the first step in the evolution of the eye
Answer: ",Photoreceptor proteins sensing light.,photoreceptor proteins sensing light,photoreceptor proteins that sense light,0,0.6666666666666665,0.3463031999999657,0.0001008696098940114,2.9617394386846526e-05,0.0,0.0,0.0
5,"Using the provided context, answer the question with as few words as possible. Context: Donald Trump is the 45th and current president , inaugurated on January 20 , 2017 .
Question: who is the president of usa right now
Answer: ",Donald Trump,donald trump,Donald Trump,1,1.0,0.3922528000002785,0.00010972824805694372,3.221847295230961e-05,0.0,0.0,0.0
6,"Using the provided context, answer the question with as few words as possible. Context: After their plane crashes in the woods , Dr. Meredith Grey ( Ellen Pompeo ) , Dr. Lexie Grey ( Chyler Leigh ) , Dr. Cristina Yang ( Sandra Oh ) , Dr. Arizona Robbins ( Jessica Capshaw ) , Dr. Derek Shepherd ( Patrick Dempsey ) , and Dr. Mark Sloan ( Eric Dane ) desperately fight to stay alive . Meredith is relatively unscathed , while the rest have serious injuries : the pilot , Jerry ( James LeGros ) , has a major spine injury , and Yang dislocates her arm . Robbins ' femur is broken and sticking through the skin , Sloan has serious internal injuries ; though initially adrenaline keeps him on his feet . Shepherd is sucked out the side of the plane and awakens alone in the wood ; his mangled hand having been pushed through the door of the plane . However , none are in as bad shape as Lexie , who is crushed under a piece of the plane . While Meredith searches for Shepherd , Yang and Sloan try to move the debris off Lexie . Eventually , the two realize that they can not save her , so Sloan holds her hand while she dies , telling her that he loves her . As Sloan tells her of the life the two were meant to have together , Lexie dies with a smile on her face just as Meredith and Yang are approaching .
Question: who died in the plane crash greys anatomy
Answer: ",Lexie Grey.,lexie grey,Dr. Lexie Grey,0,0.8,0.3239553999992495,9.102508131918496e-05,2.672683809680455e-05,0.0,0.0,0.0
7,"Using the provided context, answer the question with as few words as possible. Context: Kylo Ren is a fictional character in the Star Wars franchise . Introduced in the 2015 film Star Wars : The Force Awakens , he is portrayed by Adam Driver . Kylo Ren is the chosen name of Ben Solo , the son of original Star Wars trilogy characters Han Solo and Leia Organa . Though trained by his uncle Luke Skywalker as a Jedi , he has been seduced to the dark side of the Force by Supreme Leader Snoke and aspires to be as powerful as his grandfather , Darth Vader . Kylo Ren is also the master of the Knights of Ren , as well as a commander and later the supreme leader of the First Order , an organization spawned from the fallen Galactic Empire . He is featured in The Force Awakens media and merchandising and appears in the film 's sequel , Star Wars : The Last Jedi ( 2017 ) .
Question: where does kylo ren's name come from
Answer: ",Kylo Ren's name comes from his grandfather Darth Vader.,kylo rens name comes from his grandfather darth vader,"the character, ""came to the name Kylo Ren when he joined a group called the Knights of Ren.""",0,0.17391304347826086,0.3574229000005289,0.00010531629491321667,3.09230326664658e-05,0.0,0.0,0.0
8,"Using the provided context, answer the question with as few words as possible. Context: Prior to 1940 the term `` jeep '' had been used as U.S. Army slang for new recruits or vehicles , but the World War II `` jeep '' that went into production in 1941 specifically tied the name to this light military 4x4 , arguably making them the oldest four - wheel drive mass - production vehicles now known as SUVs . The Jeep became the primary light 4 - wheel - drive vehicle of the United States Army and the Allies during World War II , as well as the postwar period . The term became common worldwide in the wake of the war . Doug Stewart noted : `` The spartan , cramped , and unstintingly functional jeep became the ubiquitous World War II four - wheeled personification of Yankee ingenuity and cocky , can - do determination . ''
Question: what type of car is a jeep considered
Answer: ",light 4x4 SUV,light 4x4 suv,light utility vehicles,0,0.3333333333333333,0.39911710000160383,0.00011275264926919607,3.310649942114849e-05,0.0,0.0,0.0
9,"Using the provided context, answer the question with as few words as possible. Context: Manchester United Football Club is a professional football club based in Old Trafford , Greater Manchester , England , that competes in the Premier League , the top flight of English football . Nicknamed `` the Red Devils '' , the club was founded as Newton Heath LYR Football Club in 1878 , changed its name to Manchester United in 1902 and moved to its current stadium , Old Trafford , in 1910 .
Question: what is the name of manchester united stadium
Answer: ",Old Trafford,old trafford,Old Trafford,1,1.0,0.2400917999984813,6.75967169519917e-05,1.9847787924696166e-05,0.0,0.0,0.0
