qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the owner of reading football club
Answer: ",Dai Yongge.    ,,Xiu Li Dai,0,0.0,0.4234654000028968,0.00012793820872623234,3.756529235091724e-05,0.0,0.0,0.0
1,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who was the first lady nominated member of the rajya sabha
Answer: ",Dr. Radhabai Subbarayan     ,,Mary Kom,0,0.0,0.6363992999977199,0.0001930878360514341,5.669456437520739e-05,0.0,0.0,0.0
2,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: cast of law & order special victim unit
Answer: ",Mariska Hargitay Christopher Meloni (formerly) Ice-T Kelli Giddish (formerly) Peter Scanavino Octavio Pisano.    ,,Christopher Meloni,0,0.0,1.0639063999988139,0.0003553390062084476,0.0001043348487117577,0.0,0.0,0.0
3,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who designed the garden city of new earswick
Answer: ",Joseph Rowntree.    ,,Raymond Unwin,0,0.0,0.45005050000327174,0.00013676064490381472,4.015574126807671e-05,0.0,0.0,0.0
4,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the first step in the evolution of the eye
Answer: ",Light sensitivity.     ,,eyespots,0,0.0,0.37889130000257865,0.00011206302406926553,3.2904011262951863e-05,0.0,0.0,0.0
5,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the president of usa right now
Answer: ",Joe Biden.,joe biden,Donald Trump,0,0.0,0.44594140000117477,0.0001259596265943832,3.698433989767272e-05,0.0,0.0,0.0
6,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who died in the plane crash greys anatomy
Answer: ",Lexie Grey and Mark Sloan.     ,,Dr. Lexie Grey,0,0.0,0.4627848000091035,0.00014236890994783453,4.1802443360106526e-05,0.0,0.0,0.0
7,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where does kylo ren's name come from
Answer: ","Ben Solo was a name given to him at birth. ""Kylo Ren"" is a self-imposed title signifying his break from the Jedi and allegiance to the First Order. It alludes to the Knights of Ren a dark side group he leads.    ",,"the character, ""came to the name Kylo Ren when he joined a group called the Knights of Ren.""",0,0.0,1.478485699990415,0.0005164131658195355,0.00015162953851718228,0.0,0.0,0.0
8,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what type of car is a jeep considered
Answer: ",SUV.    ,,sport utility vehicles,0,0.0,0.34115020000899676,9.753039838877386e-05,2.8636933133991143e-05,0.0,0.0,0.0
9,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the name of manchester united stadium
Answer: ",Old Trafford.    ,,Old Trafford,0,0.0,0.41662950000318233,0.0001193375682982152,3.503996723264132e-05,0.0,0.0,0.0
10,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is rose in the fall season 2
Answer: ",Rose is a member of the cult leader Elijah’s inner circle and a key figure in the investigation. She’s revealed to be a former patient of Alan Hare and instrumental in manipulating events.    ,,Valene Kane,0,0.0,1.2735289999982342,0.0004371282130993489,0.00012834984390823487,0.0,0.0,0.0
11,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the corporate tax rate in great britain
Answer: ",25% (for profits over £250 000)  Rates vary for smaller profits. ,,a flat rate of 20%,0,0.0,0.8138491999998223,0.0002756798134639585,8.094526952601103e-05,0.0,0.0,0.0
12,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the meaning of the name sinead
Answer: ","Irish origin meaning ""old and wise.""     ",,God forgave/God gratified,0,0.0,0.6163815000036266,0.00019424876431296432,5.703543681649774e-05,0.0,0.0,0.0
13,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: which five year plan was affected by indo pak indo china war
Answer: ",Third Five Year Plan.    ,,The Third Five-year Plan,0,0.0,0.38562619998992886,0.00011614464688120633,3.410245976182702e-05,0.0,0.0,0.0
14,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what are three different types of hotel properties
Answer: ",1. Full-service 2. Limited-service 3. Extended-stay ,,Hotel barge,0,0.0,0.7416996999963885,0.00023307427213565084,6.84354053368714e-05,0.0,0.0,0.0
15,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who decides the number of judges in the high court
Answer: ",Parliament.    ,,the President of India,0,0.0,0.39329629999701865,0.00011530963466917892,3.38572829833361e-05,0.0,0.0,0.0
