qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the owner of reading football club
Answer: ",John Sopwith,john sopwith,Dai Yongge and Dai Xiuli (majority),0,0.0,0.07106609997572377,1.9157716786450706e-05,5.625100109061758e-06,0.0,0.0,0.0
1,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who was the first lady nominated member of the rajya sabha
Answer: ",Sarojini Naidu,sarojini naidu,Mary Kom,0,0.0,0.11954340001102537,3.255920042290528e-05,9.560051643491258e-06,0.0,0.0,0.0
2,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: cast of law & order special victim unit
Answer: ",Marco Bassani Olivia Benson Elliot Stabler Fin Tutuola Sonny Grosso Det. Munch.,marco bassani olivia benson elliot stabler fin tutuola sonny grosso det munch,Christopher Meloni,0,0.0,0.3830236000067089,0.00011157351330133356,3.27602808223793e-05,0.0,0.0,0.0
3,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who designed the garden city of new earswick
Answer: ",Garden City pioneer Ebenezer Howard.,garden city pioneer ebenezer howard,planner Raymond Unwin,0,0.0,0.09690729997237213,2.7034008979819962e-05,7.937741671195005e-06,0.0,0.0,0.0
4,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the first step in the evolution of the eye
Answer: ",Light sensitivity.,light sensitivity,photoreceptor proteins that sense light,0,0.28571428571428575,0.10118349999538623,2.678861842850229e-05,7.865689952696065e-06,0.0,0.0,0.0
5,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who is the president of usa right now
Answer: ",Joe Biden,joe biden,Donald Trump,0,0.0,0.22856920000049286,6.263613076719013e-05,1.8391257681547745e-05,0.0,0.0,0.0
6,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: who died in the plane crash greys anatomy
Answer: ",Derek Shepherd.,derek shepherd,Lexie,0,0.0,0.06775809999089688,1.8583551985212744e-05,5.456513501269993e-06,0.0,0.0,0.0
7,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: where does kylo ren's name come from
Answer: ",It’s a title given by Supreme Leader Snoke.,it’s title given by supreme leader snoke,"the character, ""came to the name Kylo Ren when he joined a group called the Knights of Ren.""",0,0.0,0.2153767000127118,6.239831328391511e-05,1.8321429571756855e-05,0.0,0.0,0.0
8,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what type of car is a jeep considered
Answer: ",SUV ,,sport utility vehicles,0,0.0,0.07688159999088384,2.0671887219294955e-05,6.069691725164684e-06,0.0,0.0,0.0
9,"Answer the question. Provide concise, direct answers without excessive reasoning or repetition. Question: what is the name of manchester united stadium
Answer: ",Old Trafford,old trafford,Old Trafford,1,1.0,0.2534544999944046,7.019181680030455e-05,2.0609762673696264e-05,0.0,0.0,0.0
