qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,The Swedish higher education system is called the **H,Bologna Process,0,0.0,2.889778799999476,0.0008399354385232999,0.00024662233916015547,0.0,0.0,0.0
1,"Based on historical records and genealogical research, Randal",107 mi southwest of Louisville,0,0.0,0.29541579999931855,8.126646428514015e-05,2.3861507204068907e-05,0.0,0.0,0.0
2,"As of today, November 2, 2",United Arab Emirates,0,0.0,0.4557615000012447,0.00012780650315722091,3.752662088401602e-05,0.0,0.0,0.0
3,Las Vegas,Las Vegas,1,1.0,0.24815559999842662,6.991048437209655e-05,2.052715768009313e-05,0.0,0.0,0.0
4,"Ann-Marie MacDonald.

Michel Butor died",Michel Butor,0,0.5714285714285715,0.35226029999830644,9.806484866527121e-05,2.8793858739590427e-05,0.0,0.0,0.0
5,Munich,Walldorf,0,0.0,0.23794350000025588,6.632254251464641e-05,1.9473664074429006e-05,0.0,0.0,0.0
6,"London

Robert Lutyens, the","City of Westminster, London",0,0.25,0.36507560000245576,0.00010204771451666236,2.9963310161426037e-05,0.0,0.0,0.0
7,The French gave that war the name **La Guerre,War of 1870,0,0.16666666666666666,0.3336544000012509,9.228715799383929e-05,2.7097409794850704e-05,0.0,0.0,0.0
8,Francesca Schiavone and Olga Morozova have,French Open,0,0.0,0.3079959999995481,8.581867786034488e-05,2.519813084058006e-05,0.0,0.0,0.0
9,"H.P. Lovecraft. 

“",horror fiction,0,0.0,0.3295609999986482,9.120244463035817e-05,2.6778915616904937e-05,0.0,0.0,0.0
10,The Stone Book series is set in **Scotland**.,North West England,0,0.0,0.3047487000003457,8.399296222923029e-05,2.466206313949776e-05,0.0,0.0,0.0
11,This is a clever question! The album you’,two Grammy awards,0,0.0,0.30827660000068136,8.481514725888462e-05,2.4903473593130128e-05,0.0,0.0,0.0
12,The show released earlier was **Daredevil**.,Daredevil,0,0.0,0.3064403999997012,8.502700218188686e-05,2.496567856065152e-05,0.0,0.0,0.0
13,The second First Lady to be born outside the United,fashion model,0,0.0,0.2998866000016278,8.236770052598315e-05,2.41848528390169e-05,0.0,0.0,0.0
14,This is a tricky one requiring a bit of research,"October 15, 2013",0,0.0,0.2838033000007272,7.827336595964283e-05,2.2982671907312918e-05,0.0,0.0,0.0
15,The other event Sinimole Paulose favors is,1896,0,0.0,0.2845588000018324,7.831666318226522e-05,2.2995384863371836e-05,0.0,0.0,0.0
16,Adele’s “Hold On” and,Mercury Prize,0,0.0,0.28355200000078185,7.87190542455078e-05,2.3113535164838457e-05,0.0,0.0,0.0
17,"Sergio Aguero. 

Ricardo Rodríguez Saá",Adolfo Rodríguez Saá,0,0.5,0.3103198999997403,8.548579395668014e-05,2.5100389272329415e-05,0.0,0.0,0.0
18,The man who played Lex Luthor in Superman IV,"January 30, 1930",0,0.0,0.31438450000132434,8.700191979018525e-05,2.5545555034328394e-05,0.0,0.0,0.0
19,Birmingham City,West Bromwich Albion Football Club,0,0.0,0.24420800000007148,6.820442265227447e-05,2.0026222831060147e-05,0.0,0.0,0.0
20,The major benefactor who donated money to build Archbold,John D Rockefeller's Standard Oil Company,0,0.0,0.3465111000004981,9.61093031095944e-05,2.821967029943702e-05,0.0,0.0,0.0
21,Armie Hammer starred as Oliver in the film *,Luca Guadagnino,0,0.0,0.3194669000004069,8.787600460691599e-05,2.5802204334071603e-05,0.0,0.0,0.0
22,"**Italian**

“Persona Non Gr",Palestinian,0,0.0,0.4544014999992214,0.00012740936979736567,3.7410014352520904e-05,0.0,0.0,0.0
23,The scientific name of the creature featured in “Creat,Eucritta melanolimnetes,0,0.0,0.28745099999650847,8.062272212376781e-05,2.3672491250732326e-05,0.0,0.0,0.0
24,"The brother-in-law of Ezzo,",1002,0,0.0,0.3014626000003773,8.269488555871938e-05,2.428092110142224e-05,0.0,0.0,0.0
25,"San Marco came out first. 

*",San Marco,0,0.5,0.29771270000128425,8.231699106178551e-05,2.4169963496212212e-05,0.0,0.0,0.0
26,The 1876 battle that featured the,Battle of the Rosebud,0,0.4,0.304850799999258,8.42355317102375e-05,2.473328653366724e-05,0.0,0.0,0.0
27,The Bee Rock (often referred to as “The,78.5 mi long,0,0.0,0.3084218999974837,8.489022280990111e-05,2.4925517320726593e-05,0.0,0.0,0.0
28,The prison you’re referring to is Fairview,1952,0,0.0,0.33034609999958775,9.209567134299532e-05,2.7041185371421078e-05,0.0,0.0,0.0
29,Bangalore Naatkal starred **S. S,Ramanaidu Daggubati,0,0.0,0.30069990000265534,8.37412483343859e-05,2.458815475714069e-05,0.0,0.0,0.0
30,Barbara Billingsley starred as a divorced mother in “,Bonnie Franklin,0,0.0,0.32807429999957094,9.14961146791897e-05,2.686514318995679e-05,0.0,0.0,0.0
31,Greensky Bluegrass’s home and the location,"Bell's Brewery, Inc.",0,0.0,0.3171898999971745,8.759956124747219e-05,2.572103487172437e-05,0.0,0.0,0.0
32,Parsons Corporation was the company that designed and,"Vernier, Switzerland",0,0.0,0.29637219999858644,8.245350491914208e-05,2.4210046775575018e-05,0.0,0.0,0.0
33,Stitch’s Great Escape! replaced the,Tomorrowland,0,0.0,0.28184020000117016,7.819450312375139e-05,2.295951615489635e-05,0.0,0.0,0.0
34,The brother of the architect of Hook and Ladder No,Cuyler Reynolds,0,0.0,0.29468199999973876,8.151592880739744e-05,2.3934755124319456e-05,0.0,0.0,0.0
35,Based on the established lore of *The Walking Dead,girls aged 11 to 18,0,0.0,0.2899924999983341,8.01093915376084e-05,2.352176682107418e-05,0.0,0.0,0.0
36,"Seth MacFarlane. 

Glenn Quagm",Ted,0,0.0,0.31633180000062566,8.820522683704008e-05,2.589887075957625e-05,0.0,0.0,0.0
37,Colin Kaepernick is a former American football quarterback,an American football quarterback,0,0.5,0.3010458999997354,8.304437275740568e-05,2.438353773895581e-05,0.0,0.0,0.0
38,London,London,1,1.0,0.2334298999994644,6.51250775406438e-05,1.9122063702059806e-05,0.0,0.0,0.0
39,The animal formerly known as the pygmy chimpanzee,Concealed ovulation,0,0.0,0.35999209999863524,0.00010058904556319838,2.9535014922453807e-05,0.0,0.0,0.0
40,S. Sylvan Simon and Danny Cannon both worked,director and producer,0,0.18181818181818182,0.304666999996698,8.409134682599723e-05,2.469095088286367e-05,0.0,0.0,0.0
41,"GameFan was published by Future Publications, which also",GameFan,0,0.2222222222222222,0.3054783999978099,8.461194610176434e-05,2.4843809549454154e-05,0.0,0.0,0.0
42,The region where Jews supported by Kolel Chibas,the medieval city of Halych,0,0.15384615384615385,0.28543310000168276,7.857493482889758e-05,2.3071218736679055e-05,0.0,0.0,0.0
43,Fabián Bielinsky was born on November,Murdock MacQuarrie,0,0.0,0.40663629999835393,0.00011389961772267881,3.344327297536134e-05,0.0,0.0,0.0
44,"Cardinal Hayes High School is located in the Bronx,","New York City, Long Island, and Westchester",0,0.0,0.324274400001741,8.927639351109356e-05,2.6213387350577484e-05,0.0,0.0,0.0
45,"**Insurance**

ICI House was originally",explosives,0,0.0,0.3093451999993704,8.636872744542562e-05,2.5359636724371774e-05,0.0,0.0,0.0
46,This is a clever question that plays on a significant,Juventus,0,0.0,0.3251512000024377,8.946977075035451e-05,2.6270166889693865e-05,0.0,0.0,0.0
47,"**Disgraced**

Christopher Hit",both a lauded intellectual and a controversial public figure,0,0.0,0.3181555000010121,8.764131514282467e-05,2.573329467511948e-05,0.0,0.0,0.0
48,"Based on publicly available information, the brother of Saul",small forward,0,0.0,0.3216409999986354,8.907229978173678e-05,2.615346122931466e-05,0.0,0.0,0.0
49,The novel “Nina” by Lourenço Mut,1866,0,0.0,0.3131102999977884,8.630658510959878e-05,2.5341390455052032e-05,0.0,0.0,0.0
50,Blonde Redhead has released the most studio albums,Blonde Redhead,0,0.4,0.3300511999987066,9.117420925183737e-05,2.6770625128400114e-05,0.0,0.0,0.0
51,The team president of the 2012,Mike Holmgren,0,0.0,0.29521759999988717,8.221872220149845e-05,2.414110973545983e-05,0.0,0.0,0.0
52,The group you’re referring to is **The,two studio albums,0,0.0,0.29825889999847277,8.310321724422277e-05,2.440081569190303e-05,0.0,0.0,0.0
53,The gunman of the 1988 Red,Man Haron,0,0.0,0.3214674000009836,8.876590128321595e-05,2.6063496321353144e-05,0.0,0.0,0.0
54,"Monstera.

Here’s why:",Monstera,0,0.0,0.2757318000003579,7.609252252824034e-05,2.23423313719259e-05,0.0,0.0,0.0
55,The Devil Came on Horseback has significantly more creators,The Devil Came on Horseback,0,0.7142857142857143,0.3032830999982252,8.354264861340003e-05,2.4529841789858107e-05,0.0,0.0,0.0
56,Hamilton Evans “Tony” James is the COO and,the world,0,0.2,0.2968972999988182,8.193750326264816e-05,2.4058538064668883e-05,0.0,0.0,0.0
57,"Based on historical records, Francesca Caccini’",1618,0,0.0,0.3237842000016826,8.952196292481932e-05,2.6285491586762243e-05,0.0,0.0,0.0
58,Dan Waters,Tom Rob,0,0.0,0.256834699997853,7.165952599875996e-05,2.1040712314738117e-05,0.0,0.0,0.0
59,"Of Montreal. 

While both bands have somewhat","Vib Gyor was a band that was formed in Leeds, England.",0,0.0,0.4521846999996342,0.00012554814961979953,3.6863521785555934e-05,0.0,0.0,0.0
60,The university attended by Jonas Tilly is **California State,University of California,0,0.16666666666666666,0.2653251999981876,7.42414717719769e-05,2.1798824756445475e-05,0.0,0.0,0.0
61,The film *Bridge to Terabithia*,"Edmonton, Alberta",0,0.0,0.3098542000007001,8.638060179438399e-05,2.5363123277720762e-05,0.0,0.0,0.0
62,Meryl Streep played the role of Nettie,Akosua Gyamama Busia,0,0.0,0.2920367999977316,8.067685431085552e-05,2.368838557545197e-05,0.0,0.0,0.0
63,Ian MacKaye has been a member of more music,Ian Thomas Garner MacKaye,0,0.30769230769230765,0.3098661000003631,8.577466891134284e-05,2.5185208907001517e-05,0.0,0.0,0.0
64,Jennifer Lopez was the star of “Lady in a,1916,0,0.0,0.3061497999988205,8.43268994766456e-05,2.4760113991162097e-05,0.0,0.0,0.0
65,"Yes, the mountains known as Trivor and The",yes,0,0.0,0.2981051999995543,8.242681883846069e-05,2.4202211192816144e-05,0.0,0.0,0.0
66,The maker of Robatumumab is **Genm,Merck,0,0.0,0.3129795999993803,8.617939283550649e-05,2.5304044184468557e-05,0.0,0.0,0.0
67,The Chronicle of Philanthropy was first published earlier.,The Chronicle of Philanthropy,0,0.6666666666666666,0.28334220000033383,7.75364881285521e-05,2.2766309403668165e-05,0.0,0.0,0.0
68,The story of *The Moderns* (1,1926 Paris,0,0.0,0.3034034000011161,8.457174062096477e-05,2.4832004392453895e-05,0.0,0.0,0.0
69,"The answer is **Harald Bluetooth**.

Here",king John of Denmark,0,0.0,0.4594035999980406,0.00012877275702708686,3.781033291553579e-05,0.0,0.0,0.0
70,Disporum has more species in Asia than Bolton,Disporum,0,0.2222222222222222,0.30271730000094976,8.436872450752432e-05,2.47723946814124e-05,0.0,0.0,0.0
71,The Government of Canada was heavily involved in the **,The sponsorship scandal,0,0.15384615384615383,0.3132139000008465,8.606007731927845e-05,2.5269010692177776e-05,0.0,0.0,0.0
72,Pedro Duque and Mark Shuttleworth both went to the,space,0,0.0,0.32675839999865275,9.012865523916725e-05,2.6463628942149975e-05,0.0,0.0,0.0
73,Ciril Cvetko was a key figure in,Musicology,0,0.0,0.31538390000059735,8.74965562677868e-05,2.569079048879916e-05,0.0,0.0,0.0
74,"Okay, here’s my best educated guess:",Eric Clapton,0,0.0,0.3228148999987752,8.884944348459744e-05,2.60880260318265e-05,0.0,0.0,0.0
75,That would be *Between Two Ferns: The,Check It Out!,0,0.0,0.29522350000115694,8.121760603910432e-05,2.3847161417033413e-05,0.0,0.0,0.0
76,"Usher. 

“U Rememba",Usher,0,0.0,0.32006340000225464,8.846410018474087e-05,2.5974881304706285e-05,0.0,0.0,0.0
77,Based on my knowledge of Ohio University’s central,Manasseh Cutler Hall,0,0.0,0.3205329999982496,8.925170342907394e-05,2.6206137834123648e-05,0.0,0.0,0.0
78,"Approximately 18,000 -","138,535",0,0.0,0.44799280000006547,0.0001255628764006107,3.686784587162896e-05,0.0,0.0,0.0
79,"The answer is **John Watson**.

Here’",Johnny Herbert,0,0.0,0.2926532000019506,8.207700319781793e-05,2.4099498117961484e-05,0.0,0.0,0.0
80,The American computer-animated fantasy film produced by Aron,William Steig's 1990 fairy tale,0,0.0,0.2906479000012041,8.09266516095216e-05,2.3761731205708058e-05,0.0,0.0,0.0
81,"Okay, let's break this down to estimate",848,0,0.0,0.28552249999847845,7.893450315530724e-05,2.317679540088429e-05,0.0,0.0,0.0
82,Based on the timeframe (summer 200,Mollie Elizabeth King,0,0.0,0.32612580000204616,9.097448802523229e-05,2.6711982863975746e-05,0.0,0.0,0.0
83,Katarina Witt has won the most Olympic medals,Katarina Witt,0,0.4,0.32159300000057556,8.921654573994374e-05,2.619581481269238e-05,0.0,0.0,0.0
84,"The Pittsburgh Steelers. 

Peter Giunta was",New York Giants,0,0.0,0.4335298999976658,0.00012142599177752901,3.5653171367153e-05,0.0,0.0,0.0
85,The answer is **McLaren Vale**.,McLaren Vale,0,0.0,0.2923566999998002,8.074062656227292e-05,2.370711042154933e-05,0.0,0.0,0.0
86,Ingrida Ardišauskaitė was,a city in north-east Lithuania.,0,0.0,0.30172330000277725,8.410362007253579e-05,2.4694554560755567e-05,0.0,0.0,0.0
87,"Yes, both Jelena Janković and Marat",yes,0,0.0,0.3005252000002656,8.285774491475771e-05,2.4328739961656193e-05,0.0,0.0,0.0
88,The actor who played Derrick Banning in EastEnders,Ashley Jensen,0,0.0,0.45451450000109617,0.0001275309332048731,3.744570787197577e-05,0.0,0.0,0.0
89,*Jerry Maguire* (1996),Rain Man,0,0.0,0.2952134000006481,8.287132001222637e-05,2.4332725889786495e-05,0.0,0.0,0.0
90,"Yes, Robert Wise had significantly more award nominations than",yes,0,0.0,0.3135809999985213,8.74155579135905e-05,2.5667007704237608e-05,0.0,0.0,0.0
91,"Yes, both Villa Paletti and Betrayal",yes,0,0.0,0.30805619999955525,8.47344455889957e-05,2.4879777921190003e-05,0.0,0.0,0.0
92,New York City. Bumble and bumble’s headquarters,New York City,0,0.4,0.29085399999894435,7.986054099273376e-05,2.3448699177225078e-05,0.0,0.0,0.0
