qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,The term you're looking for to describe the series,Bologna Process,0,0.0,4.433274300004996,0.0012718605928957146,0.000373444457894322,0.0,0.0,0.0
1,"Randal Malone's birthplace is Kentucky, but",107 mi southwest of Louisville,0,0.0,0.3041386000040802,8.553753076081121e-05,2.511558026329166e-05,0.0,0.0,0.0
2,Aly Mohamed plays for **Manchester United** in,United Arab Emirates,0,0.0,0.3401499000028707,9.978210588770553e-05,2.9298080818707615e-05,0.0,0.0,0.0
3,The Hangover is a comedy film that takes place,Las Vegas,0,0.0,0.3283490999965579,9.162361917572182e-05,2.6902581135477313e-05,0.0,0.0,0.0
4,Ann-Marie MacDonald and Michel Butor were both,Michel Butor,0,0.4444444444444445,0.2858688999986043,7.993826656891761e-05,2.3471521006775133e-05,0.0,0.0,0.0
5,The German software corporation that established Remote Function Call (,Walldorf,0,0.0,0.3148825999960536,9.169850619884276e-05,2.6924569507401824e-05,0.0,0.0,0.0
6,"In 1943, designer Robert L","City of Westminster, London",0,0.0,0.2905644999991637,8.122269497650774e-05,2.384865563383712e-05,0.0,0.0,0.0
7,The war during which the Prussians occupied the,War of 1870,0,0.18181818181818182,0.3351576999993995,9.320235264912584e-05,2.736612978965228e-05,0.0,0.0,0.0
8,Francesca Schiavone and Olga,French Open,0,0.0,0.34831040000426583,9.74507766670922e-05,2.861355455708098e-05,0.0,0.0,0.0
9,The original serialized story of the Bride of Re-,horror fiction,0,0.0,0.3275528000012855,9.649366766363193e-05,2.833252764663223e-05,0.0,0.0,0.0
10,The Stone Book series is set in Egypt.,North West England,0,0.0,0.3231082999991486,9.06040841860061e-05,2.6603224670102573e-05,0.0,0.0,0.0
11,"The Joni Mitchell song ""Like a Rose""",two Grammy awards,0,0.0,0.32273130000248784,9.372924963380137e-05,2.7520837593249147e-05,0.0,0.0,0.0
12,"""The Defenders"" is a series of TV shows",Daredevil,0,0.0,0.32428749999962747,9.062592920636896e-05,2.6609638817873697e-05,0.0,0.0,0.0
13,The question refers to a historical figure who is not,fashion model,0,0.0,0.33233349999500206,9.347023431085021e-05,2.744478536126231e-05,0.0,0.0,0.0
14,"I am sorry, I cannot answer that question.","October 15, 2013",0,0.0,0.3523935000048368,9.839397158529508e-05,2.889049600560484e-05,0.0,0.0,0.0
15,SINMOLE PAUSE'S FAVORITE,1896,0,0.0,0.34708279999904335,0.00010195464278263614,2.993598238395353e-05,0.0,0.0,0.0
16,"""Hold On"" is a song by The Week",Mercury Prize,0,0.0,0.30155730000115,8.421288403645641e-05,2.4726636710325763e-05,0.0,0.0,0.0
17,"I am sorry, I cannot answer that question.",Adolfo Rodríguez Saá,0,0.0,0.34372150000126567,0.00010103692110517831,2.9666520403410662e-05,0.0,0.0,0.0
18,Lex Luthor's birthday is not widely publicized,"January 30, 1930",0,0.0,0.3348963999960688,9.726436487525781e-05,2.855882021674875e-05,0.0,0.0,0.0
19,The 1966 Football League Cup Final,West Bromwich Albion Football Club,0,0.1818181818181818,0.2945231000048807,8.29073612327521e-05,2.4343308334227546e-05,0.0,0.0,0.0
20,Archbold Gymnasium is a historical facility in,John D Rockefeller's Standard Oil Company,0,0.0,0.3592635999957565,0.00010536921900189886,3.0938572268618636e-05,0.0,0.0,0.0
21,"Armie Hammer stars as Oliver in the film """,Luca Guadagnino,0,0.0,0.3495093000019551,0.00010263051561677479,3.013443256439017e-05,0.0,0.0,0.0
22,"""Persona Non Grata"" is a term that",Palestinian,0,0.0,0.29363820000435226,8.220489109429205e-05,2.4137048637599244e-05,0.0,0.0,0.0
23,"The scientific name of the creature featured in ""Creature",Eucritta melanolimnetes,0,0.0,0.350278600002639,0.00010275000660839542,3.0169517579869285e-05,0.0,0.0,0.0
24,"I am sorry, I cannot answer that question.",1002,0,0.0,0.30477399999654153,9.013882922205598e-05,2.64666162330101e-05,0.0,0.0,0.0
25,"Both ""San Marco"" and ""About Time""",San Marco,0,0.0,0.28817890000209445,7.981958939739889e-05,2.343667494563463e-05,0.0,0.0,0.0
26,"I am sorry, I cannot answer that question.",Battle of the Rosebud,0,0.0,0.3699787000005017,0.00010680129936971295,3.135906055138068e-05,0.0,0.0,0.0
27,The Bee Cliff in northeast Tennessee overlooks the Tennessee,78.5 mi long,0,0.0,0.3009020000026794,8.461298454092197e-05,2.484411445657247e-05,0.0,0.0,0.0
28,William Penn's prison in Pennsylvania was established during the,1952,0,0.0,0.336551899999904,9.492099613994349e-05,2.7870758905710307e-05,0.0,0.0,0.0
29,"Bangalore Naatkal, a film that has",Ramanaidu Daggubati,0,0.0,0.34050260000367416,9.992620759047333e-05,2.9340392045718152e-05,0.0,0.0,0.0
30,"I am sorry, I cannot answer that question.",Bonnie Franklin,0,0.0,0.3290863000001991,9.686576040292025e-05,2.844178173633838e-05,0.0,0.0,0.0
31,Greensky Bluegrass Band's home and the,"Bell's Brewery, Inc.",0,0.0,0.2918181999993976,8.272896167782288e-05,2.429092655162396e-05,0.0,0.0,0.0
32,The Glomar Challenger was designed by **D,"Vernier, Switzerland",0,0.0,0.3273934000026202,9.635483092992376e-05,2.8291762322944184e-05,0.0,0.0,0.0
33,Stitch's Great Escape! is a unique and,Tomorrowland,0,0.0,0.32079369999701157,9.460583540287622e-05,2.7778221224095612e-05,0.0,0.0,0.0
34,"I am sorry, I cannot answer that question.",Cuyler Reynolds,0,0.0,0.30503760000283364,8.47969362438237e-05,2.4898126464140427e-05,0.0,0.0,0.0
35,"I am sorry, I cannot answer that question.",girls aged 11 to 18,0,0.0,0.32288059999700636,9.438726609901364e-05,2.771404477610341e-05,0.0,0.0,0.0
36,Glenn Quagmire is not a character,Ted,0,0.0,0.32012589999794727,9.052443120052588e-05,2.6579836913497425e-05,0.0,0.0,0.0
37,Colin Kaepernick is a former NFL player who played,an American football quarterback,0,0.0,0.2991662999993423,8.381802231580601e-05,2.461069717887462e-05,0.0,0.0,0.0
38,British Airways and EasyJet are both based out of,London,0,0.0,0.3330201999997371,9.785903980768464e-05,2.8733429021364564e-05,0.0,0.0,0.0
39,The animal formerly known as the pygmy chimpan,Concealed ovulation,0,0.0,0.3475085999962175,0.0001011100986091766,2.9688006825321478e-05,0.0,0.0,0.0
40,"I am sorry, I cannot answer that question.",director and producer,0,0.0,0.33653449999837903,9.484451385830961e-05,2.7848302133039763e-05,0.0,0.0,0.0
41,"I am sorry, I cannot answer that question.",GameFan,0,0.0,0.34351559999777237,9.626945063607e-05,2.8266692910674337e-05,0.0,0.0,0.0
