qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,No. Ed Wood was American; Scott Derrickson was New Zealand.,No. Ed Wood was American; Scott Derrickson was New Zealand.,yes,0,0.0,3.3063409999012947,0.0011361417967873941,0.00033359462488444155,0.0,0.0,0.0
1,Senator,Senator,Chief of Protocol,0,0.0,2.255360799957998,0.0007782510660428164,0.00022851053730844548,0.0,0.0,0.0
2,The answer is: There may be no single widely known series fitting this description precisely.,The answer is: There may be no single widely known series fitting this description precisely.,Animorphs,0,0.0,9.677260299911723,0.003415497941162989,0.0010028605211934332,0.0,0.0,0.0
3,No,No,no,1,1.0,1.8320176000706851,0.0006307961569648613,0.00018521473988217157,0.0,0.0,0.0
4,Manhattan,Manhattan,"Greenwich Village, New York City",0,0.0,2.056566799990833,0.000707458474371575,0.00020772437476258813,0.0,0.0,0.0
5,S.M. Entertainment,S.M. Entertainment,YG Entertainment,0,0.5,6.9711866999277845,0.002455077329392462,0.0007208612543582307,0.0,0.0,0.0
6,Adam Galinsky,Adam Galinsky,Eenasul Fateh,0,0.0,1.7484762000385672,0.0005934939797358886,0.00017426205258974138,0.0,0.0,0.0
7,The Colisée TD (formerly Androscoggin Bank Arena) has a capacity of approximately **8 134** people for sports and concerts.,"The Colisée TD (formerly Androscoggin Bank Arena) has a capacity of approximately **8,134** people for sports and concerts.","3,677 seated",0,0.0,3.4945001000305638,0.0012154526765078913,0.0003568819321945214,0.0,0.0,0.0
8,Terry Richardson is older.,Terry Richardson is older.,Terry Richardson,0,0.6666666666666666,12.670225100009702,0.0044853958641732534,0.001317004580764583,0.0,0.0,0.0
9,No. Local H is American; For Against was formed in the U.S. but later moved to London.,No. Local H is American; For Against was formed in the U.S. but later moved to London.,yes,0,0.0,1.873303800006397,0.0006389106794158547,0.0001875973307531437,0.0,0.0,0.0
10,"The fight song is **""Soar""** for the University of Missouri-Kansas City (UMKC).","The fight song is **""Soar""** for the University of Missouri-Kansas City (UMKC).",Kansas Song,0,0.16666666666666669,3.069774299976416,0.0010694416705257519,0.00031401009444738273,0.0,0.0,0.0
11,Robert Ben Garant,Robert Ben Garant,David Weissman,0,0.0,11.79114089999348,0.004172865621168562,0.001225239266368969,0.0,0.0,0.0
12,1991,1991,1999,0,0.0,3.5994682000018656,0.001253765807640775,0.0003681314563688481,0.0,0.0,0.0
13,Yes both are office towers used for commercial real estate.,"Yes, both are office towers used for commercial real estate.",no,0,0.0,2.3596462999703363,0.0008098186285955699,0.0002377794236552723,0.0,0.0,0.0
14,Sir Alex Ferguson managed Manchester United from 1981 to 2013.,Sir Alex Ferguson managed Manchester United from 1981 to 2013.,from 1986 to 2013,0,0.4285714285714285,9.236958299996331,0.0032658286290234715,0.0009589145294333591,0.0,0.0,0.0
15,Brown State has a population of 1 million inhabitants.,Brown State has a population of 1 million inhabitants.,"9,984",0,0.0,3.0893671000376344,0.0010716371546890702,0.0003146547338031153,0.0,0.0,0.0
16,The New England赛区,The New England赛区,the North Atlantic Conference,0,0.0,23.4228887000354,0.008330679980016343,0.0024460591722125736,0.0,0.0,0.0
17,Yes,Yes,yes,1,1.0,2.3709040998946875,0.0008105412509100972,0.00023799160044573055,0.0,0.0,0.0
18,Harry S. Truman (1945–1953).,Harry S. Truman (1945–1953).,1969 until 1974,0,0.0,4.302766400040127,0.0015145446097482407,0.0004447014821463024,0.0,0.0,0.0
19,Henry Roth,Henry Roth,Robert Erskine Childers DSC,0,0.0,3.2073229000670835,0.0011116432816998174,0.00032640135642624814,0.0,0.0,0.0
20,Pedro Rodríguez,Pedro Rodríguez,Pedro Rodríguez,1,1.0,2.568020600010641,0.0008904054810087168,0.00026144138282040304,0.0,0.0,0.0
