qid,prompt,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Reading Football Club (/ˈrɛdɪŋ/ ( listen) RED-ing) is a professional association football club based in Reading, Berkshire, England. The team play in the Championship, the second tier of English football.
Question: who is the owner of reading football club
Answer: ",The owner of Reading Football Club is Tony Khan., owner of reading football club is tony khan,Dai Yongge,0,0.0,0.4923010999918915,0.0001425510870933,4.18559343210839e-05,0.0721720000728964,3.621276111807674e-05,1.0632812291013089e-05
1,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: As per the Fourth Schedule (Articles 4(1) and 80(2)) of the Constitution of India, 12 members are nominated by President for term of six years for their contributions to art, literature, science, and social services.
Question: who was the first lady nominated member of the rajya sabha
Answer: ",The first lady nominated member of the Rajya Sabha was Dr. Sarojini Naidu., first lady nominated member of rajya sabha was dr sarojini naidu,Mary Kom,0,0.0,0.5503918000031263,0.0001651455246378,4.849012640736536e-05,0.0497977000195533,2.5513235028339273e-05,7.491211126052878e-06
2,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Law & Order: Special Victims Unit (often abbreviated to Law & Order: SVU or just SVU) is an American police procedural, legal, crime drama television series set in New York City, where it is also primarily produced. In the style of the original Law & Order, episodes are often ""ripped from the headlines"" or loosely based on real crimes that have received media attention. Created by Dick Wolf, the series premiered on NBC on September 20, 1999, as the second series in Wolf's successful Law & Order franchise. Law & Order: Special Victims Unit has been nominated for and won numerous awards, including the 2006 Emmy for Outstanding Lead Actress in a Drama Series for Mariska Hargitay, the first, and to date only, Emmy to be received by a regular on any Law & Order series. It is the current longest running scripted non-animated U.S. primetime TV series since the cancellation of the original Law & Order on May 24, 2010 and is the fourth-longest running scripted U.S. primetime TV series on a major broadcast network.
Question: cast of law & order special victim unit
Answer: ","The main cast of Law & Order: Special Victims Unit includes Mariska Hargitay as Captain Olivia Benson Ice-T as Detective Fin Tutuola and Darren Espanto as Detective Christopher ""Chris"" Petri. Other notable cast members include S. Trueman as Captain Don Cragen (until his departure in 2011) and later additions such as Peter Boyle who joined the cast in a recurring role.", main cast of law order special victims unit includes mariska hargitay as captain olivia benson icet as detective fin tutuola and darren espanto as detective christopher chris petri other notable cast members include s trueman as captain don cragen until his departure in 2011 and later additions such as peter boyle who joined cast in recurring role,Christopher Meloni,0,0.0338983050847457,1.486299299998791,0.0005103683893022,0.0001498546676687,0.01972800004296,1.007503665621496e-05,2.958238208937196e-06
3,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: New Earswick is a model village and civil parish in the unitary authority of City of York in North Yorkshire, England, near the River Foss, north of York and south of Haxby. According to the 2001 census the parish had a population of 2,812, reducing to 2,737 at the 2011 Census.[1] Before 1996 it had been part of the Ryedale district.
Question: who designed the garden city of new earswick
Answer: ",The garden city of New Earswick was designed by Ebenezer Howard., garden city of new earswick was designed by ebenezer howard,planner Raymond Unwin and the architect Barry Parker,0,0.0,0.5240727000054903,0.0001571445039547,4.614086199247277e-05,0.0449328999966383,2.3772330051805407e-05,6.980045579420896e-06
4,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: The evolution of the eye is attractive to study, because the eye distinctively exemplifies an analogous organ found in many animal forms. Complex, image-forming eyes have evolved independently several times.[1] The evolutionary geneticist Walter Gering holds a different opinion. According his theory, the genes engaged with photoreceptor cells (so called Pax 6 genes) appeared probably at once in the life history, at a very early stage of the evolution. [2] Probably, the complex, image forming kinds of eyes are at least five: Chidaria - lens eye, complex eye; Molluscs - lens eye, everse retina; Annelids- lens eye, everse retina; Arthropods - facet eye; Vertebrate- lens eye, inverse retina [3]
Question: what is the first step in the evolution of the eye
Answer: ",The first step in the evolution of the eye is the appearance of the Pax 6 genes which are involved in photoreceptor cells likely occurring at a very early stage in the life history., first step in evolution of eye is appearance of pax 6 genes which are involved in photoreceptor cells likely occurring at very early stage in life history,"photoreceptor proteins that sense light, found even in unicellular organisms, called ""eyespots""",0,0.1025641025641025,0.8465717000071891,0.0002806421191993,8.24023046646234e-05,0.0483086999738588,2.588618255665614e-05,7.600716199418053e-06
5,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: 
Question: who is the president of usa right now
Answer: ",Joe Biden.,joe biden,Donald Trump,0,0.0,0.2825482000043848,7.857301613049662e-05,2.3070655367322213e-05,0.0401177000021562,2.0987617791009445e-05,6.162396721964793e-06
6,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: ""Flight"" is the twenty-fourth and final episode of the eighth season of the American television medical drama Grey's Anatomy, and the show's 172nd episode overall. It was written by series creator Shonda Rhimes, and directed by Rob Corn. The episode was originally broadcast on the American Broadcasting Company (ABC) in the United States on May 17, 2012. In the episode, six doctors from Seattle Grace Mercy West Hospital who are victims of an aviation accident fight to stay alive, but Dr. Lexie Grey (Chyler Leigh) ultimately dies. Other storylines occur in Seattle where Dr. Richard Webber (James Pickens, Jr.) plans his annual dinner for the departing residents, Dr. Owen Hunt (Kevin McKidd) fires Dr. Teddy Altman (Kim Raver), and Dr. Miranda Bailey (Chandra Wilson) gets engaged.
Question: who died in the plane crash greys anatomy
Answer: ",Dr. Lexie Grey.,dr lexie grey,Dr. Lexie Grey,1,1.0,0.4053815999941434,0.000117743645794,3.457195876630365e-05,0.0307096000178717,1.5729853353049192e-05,4.618608824739562e-06
7,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Kylo Ren is a fictional character in the Star Wars franchise. Introduced in the 2015 film Star Wars: The Force Awakens, he is portrayed by Adam Driver. Kylo Ren is the chosen name of Ben Solo,[1][2][3] the son of original Star Wars trilogy characters Han Solo and Leia Organa. Though trained by his uncle Luke Skywalker as a Jedi, he has been seduced to the dark side of the Force by Supreme Leader Snoke and aspires to be as powerful as his grandfather, Darth Vader. Kylo Ren is also the master of the Knights of Ren, as well as a commander and later the supreme leader of the First Order, an organization spawned from the fallen Galactic Empire. He is featured in The Force Awakens media and merchandising and appears in the film's sequel, Star Wars: The Last Jedi (2017).
Question: where does kylo ren's name come from
Answer: ",Kylo Ren's name comes from the chosen name of Ben Solo.,kylo rens name comes from chosen name of ben solo,"the character, ""came to the name Kylo Ren when he joined a group called the Knights of Ren.""",0,0.25,0.418592300004093,0.0001266276780183,3.71804935510444e-05,0.0414278999960515,2.175893111044489e-05,6.388870194019964e-06
8,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Jeep is a brand of American automobiles that is a division of FCA US LLC (formerly Chrysler Group, LLC), a wholly owned subsidiary of Fiat Chrysler Automobiles.[2][3] Jeep has been a part of Chrysler since 1987, when Chrysler acquired the Jeep brand, along with remaining assets, from its previous owner: American Motors Corporation (AMC).
Question: what type of car is a jeep considered
Answer: ",A Jeep is considered an American automobile., jeep is considered american automobile,sport utility vehicles,0,0.0,0.3902818999922601,0.0001156275260961,3.3950622451724555e-05,0.0435089999809861,2.3541397198349993e-05,6.9122389387007055e-06
9,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Manchester United Football Club is a professional football club based in Old Trafford, Greater Manchester, England, that competes in the Premier League, the top flight of English football. Nicknamed ""the Red Devils"", the club was founded as Newton Heath LYR Football Club in 1878, changed its name to Manchester United in 1902 and moved to its current stadium, Old Trafford, in 1910.
Question: what is the name of manchester united stadium
Answer: ",Old Trafford.,old trafford,Old Trafford,1,1.0,0.2501246000028914,7.056559027071311e-05,2.071951026066584e-05,0.0397460999665781,2.109774578228717e-05,6.194732567757504e-06
10,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: The Fall, starring Gillian Anderson, is a British-Irish drama series produced by Artists Studio and created by Allan Cubitt. It premiered in the Republic of Ireland at 21:30 on 12 May 2013, and in the UK on BBC Two at 21:00 on 13 May 2013.[1] The series features Jamie Dornan, with John Lynch, Bronagh Waugh, Stuart Graham, and Niamh McGrady.
Question: who is rose in the fall season 2
Answer: ",Rose in *The Fall* Season 2 is played by Gillian Anderson.,rose in fall season 2 is played by gillian anderson,a woman who had a sexual relationship with Paul whilst at university,0,0.0,0.4937257999990834,0.0001503035298191,4.413221112944727e-05,0.1029232000000774,5.57681026488606e-05,1.637466321217037e-05
11,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: In the United Kingdom, corporation tax is a corporate tax levied in the United Kingdom on the profits made by UK-resident companies and on the profits of entities registered overseas with permanent establishments in the UK.
Question: what is the corporate tax rate in great britain
Answer: ",The corporate tax rate in Great Britain is 19%., corporate tax rate in great britain is 19,a flat rate of 20%,0,0.1666666666666666,0.4057386000058613,0.0001218764531806,3.578543611017933e-05,0.1151546998880803,6.232605579368232e-05,1.8300213284830824e-05
12,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: Sinéad (/ʃɪˈneɪd/ shi-NADE; Irish pronunciation: [ˈʃɪnʲeːd̪ˠ] or [ʃɪˈnʲeːd̪ˠ]), is an Irish feminine name. It is derived from the French Jeanette, which is cognate to the English Janet, itself a feminine form of the Hebrew Yohannan, ""God forgave/God gratified"". In English, Sinéad is also commonly spelled Sinead. The name is generally translated into English as either Jane or Jennifer, or as the female version of the Scottish name Jean.
Question: what is the meaning of the name sinead
Answer: ","The name Sinéad means ""God forgave/God gratified "" derived from the Hebrew Yohannan.", name sinéad means god forgavegod gratified derived from hebrew yohannan,God forgave/God gratified,0,0.4615384615384615,0.6419874999992317,0.000196096308644,5.757791387333488e-05,0.0241318000480532,1.2492310012587243e-05,3.66799943842664e-06
13,"Using the provided context, answer the question. Provide concise, direct answers without excessive reasoning or repetition. Context: From 1947 to 2017, the Indian economy was premised on the concept of planning. This was carried through the Five-Year Plans, developed, executed, and monitored by the Planning Commission (1951-2014) and the NITI Aayog (2015-2017). With the prime minister as the ex-officio chairman, the commission has a nominated deputy chairman, who holds the rank of a cabinet Minister. Montek Singh Ahluwalia is the last deputy chairman of the commission (resigned on 26 May 2014). The Twelfth Plan completed its term in March 2017.[1] Prior to the Fourth Plan, the allocation of state resources was based on schematic patterns rather than a transparent and objective mechanism, which led to the adoption of the Gadgil formula in 1969. Revised versions of the formula have been used since then to determine the allocation of central assistance for state plans.[2] The new government led by Narendra Modi, elected in 2014, has announced the dissolution of the Planning Commission, and its replacement by a think tank called the NITI Aayog (an acronym for National Institution for Transforming India).
Question: which five year plan was affected by indo pak indo china war
Answer: ",Third Five-Year Plan,third fiveyear plan,The Third Five-year Plan,1,1.0,0.3432151000015437,0.0001048229087122,3.077816431894991e-05,0.0207781999488361,1.0709678914604914e-05,2.9653180906747515e-06
