qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,False ,False,True,0,0.0,2.6946542000223417,0.0007799688040888016,0.00022901490056725747,0.03912080000736751,1.0346669447608292e-05,3.0379951894544164e-06
2,True ,True,False,0,0.0,2.854737199959345,0.0008238092131741857,0.00024188734735600622,0.02407469999161549,6.243222779691374e-06,1.8331387571078688e-06
1,True,True,True,1,1.0,2.7117127000237815,0.0007871949927122775,0.00023113665833552987,0.029952899989439175,7.837708885522764e-06,2.301312708512821e-06
3,False ,False,True,0,0.0,2.7500590999843553,0.0007985994866027021,0.00023448525256217556,0.006274900020798668,1.4729116736109263e-06,4.324771948673403e-07
11,True ,True,True,1,1.0,2.9421933999983594,0.0008550905923086606,0.0002510722043586625,0.06287100000190549,1.722513761943638e-05,5.057655073501402e-06
4,True,True,True,1,1.0,2.9654262000112794,0.0008618771284138705,0.0002530648710950539,0.06822960000135936,1.7660676988498653e-05,5.185538400085789e-06
5,True ,True,True,1,1.0,2.928493299987167,0.0008506784083361734,0.00024977669629674184,0.019050200004130602,4.9541922211776385e-06,1.4546528437756617e-06
6,True ,True,False,0,0.0,2.9132978999987245,0.0008493764760283063,0.0002493944221641504,0.01740859998972155,4.428064445285902e-06,1.3001708957158517e-06
7,True ,True,False,0,0.0,2.9473698000074364,0.0008610666788165296,0.00025282690640598325,0.01938820001669228,4.986395004865092e-06,1.4641082441269448e-06
8,False ,False,True,0,0.0,2.8828212000080384,0.0008432933660283836,0.00024760829581593123,0.04567369999131188,1.2741159392110568e-05,3.7410667401046044e-06
9,True ,True,True,1,1.0,2.94269379999605,0.000864120324722623,0.00025372351971908696,0.017994399997405708,4.598308332788292e-06,1.3501580064363777e-06
10,True ,True,True,1,1.0,2.9132649000384845,0.0008565190083697791,0.00025149161672553,0.029204999998910353,7.28856536674165e-06,2.140072864442734e-06
12,True ,True,False,0,0.0,2.9676017000165302,0.0008712732839237681,0.0002558237758211572,0.01654199999757111,4.2761094462346385e-06,1.255553779215817e-06
13,True ,True,True,1,1.0,2.7447986000042874,0.0008141556967319985,0.00023905287616107852,0.030631699977675453,8.224323444432436e-06,2.4148307034664655e-06
14,True ,True,True,1,1.0,2.641494399984367,0.0007830087438355777,0.00022990748946977348,0.047049200016772375,1.2515768334075497e-05,3.6748872846263133e-06
15,True ,True,True,1,1.0,2.6053571999946143,0.0007731492860705833,0.00022701254966210372,0.021844299975782633,5.6949194392978416e-06,1.6721456067117877e-06
16,False ,False,True,0,0.0,2.561585699993884,0.0007636082062052341,0.0002242110921612234,0.04126299999188632,1.105834734976783e-05,3.246958475094267e-06
17,True ,True,False,0,0.0,2.572226899967063,0.0007665470106458548,0.00022507398565545952,0.016059999994467944,4.052530557156489e-06,1.1899064138561368e-06
18,False ,False,False,1,1.0,2.6294136000215076,0.0007860610591448378,0.00023080371209224971,0.03170479999971576,8.568863509260183e-06,2.515994760636859e-06
19,True ,True,False,0,0.0,2.5986973000108264,0.0007772019450700242,0.0002282024937892592,0.0528039000055287,1.4111112222761018e-05,4.143313098739129e-06
20,True ,True,True,1,1.0,2.2751291999884415,0.0006807753389849253,0.00019988965680289327,0.023169599997345358,4.868629439281196e-06,1.4295298492590237e-06
21,False,False,True,0,0.0,2.2612463000114076,0.0006769326739968025,0.0001987613712412722,0.02926780001143925,7.704823891658128e-06,2.2622949381901436e-06
22,False ,False,True,0,0.0,2.2991609999735374,0.0006914425406212034,0.00020302176684275196,0.020808100001886487,5.417881684048709e-06,1.5908016175174034e-06
23,True ,True,True,1,1.0,2.3266689000010956,0.0006988499806320195,0.00020519674375034353,0.025103400024818256,7.0051297927756346e-06,2.0568503439409263e-06
24,False ,False,False,1,1.0,0.14672720001544803,4.189365920735149e-05,1.2300840940656182e-05,0.021202900010393932,5.4897499983781016e-06,1.6119036343850017e-06
25,True ,True,False,0,0.0,0.20266289997380227,5.610069235468297e-05,1.6472318397876912e-05,0.021051099989563227,5.492018883038932e-06,1.6125698256381323e-06
26,False ,False,True,0,0.0,0.23620509999454953,6.766997917656068e-05,1.986929922231095e-05,0.018343000003369525,4.747654441356038e-06,1.3940090989729648e-06
27,False ,False,False,1,1.0,0.276744900009362,7.772839640519977e-05,2.2822657625115102e-05,0.032355999981518835,8.546452217787091e-06,2.5094143440081578e-06
28,True ,True,False,0,0.0,0.2820216999971308,7.936874297659079e-05,2.3304297153482937e-05,0.04093659998034127,1.0870438332171438e-05,3.1917845184501896e-06
29,False ,False,True,0,0.0,0.32700130000011995,9.396516944646849e-05,2.759010850787621e-05,0.029466900014085695,7.323177225933048e-06,2.1502356189652385e-06
30,True ,True,True,1,1.0,0.34748990001389757,9.86244355552125e-05,2.8958164972463885e-05,0.01836009998805821,4.750909994214049e-06,1.394964996324449e-06
31,False ,False,False,1,1.0,0.38983480000752024,0.00011117685889126412,3.264381492040294e-05,0.03577529999893159,9.783975899998114e-06,2.8727767779227795e-06
32,True ,True,False,0,0.0,0.22281820001080632,6.633805036339129e-05,1.9478217498129674e-05,0.03756210001301952,1.0097956227478257e-05,2.9649678669778658e-06
33,True ,True,True,1,1.0,0.2279444000159856,6.804508074897317e-05,1.9979436767374722e-05,0.040746200014837086,1.0917485097736168e-05,3.2055984175206846e-06
34,False ,False,True,0,0.0,0.1993252000247594,6.201933880152239e-05,1.8210154860579025e-05,0.02345989999594167,5.280906661290727e-06,1.5505829304972678e-06
35,True ,True,False,0,0.0,0.2796818000206258,8.061524213760581e-05,2.367029497278101e-05,0.039106200012611225,1.0363202802881431e-05,3.042849722987132e-06
36,True ,True,True,1,1.0,0.15747070001089014,4.537456173251624e-05,1.332290559440374e-05,0.014165000000502914,3.933467523622822e-06,1.1549470556830832e-06
37,False ,False,True,0,0.0,0.18876930000260472,6.009603684592658e-05,1.7645433805310465e-05,0.027721300022676587,7.423056267032161e-06,2.1795621619579275e-06
38,False ,False,True,0,0.0,0.17000349998124875,4.714275942334313e-05,1.384208484391366e-05,0.045271199982380494,1.2175245695817022e-05,3.574902826616136e-06
39,True ,True,True,1,1.0,0.16379749999032356,4.546934109153591e-05,1.335073476573461e-05,0.013067199994111434,3.622902516476619e-06,1.0637587750000527e-06
40,True ,True,False,0,0.0,0.16336130004492588,4.929769482372287e-05,1.4474818247941758e-05,0.022176400001626462,5.723330000829365e-06,1.6804875325556078e-06
41,True ,True,False,0,0.0,0.19632339998497628,5.727009340704631e-05,1.681567862501203e-05,0.014687900024000555,3.7802749997354115e-06,1.1099665764103145e-06
