qid,original_pred,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,Patti Page,Patti Page,Hal Derwin,0,0.0,0.3456551999997828,0.00010473819814517895,3.075329155226178e-05,0.0,0.0,0.0
1,Because it's unfair and gives some people an illegal advantage.,Because it's unfair and gives some people an illegal advantage.,"because it is seen as unfair to other investors who do not have access to the information, as the investor with insider information could potentially make larger profits than a typical investor could make",0,0.09999999999999999,0.684929000000011,0.00021308572841360137,6.256635733265371e-05,0.0,0.0,0.0
2,2020,2020,2020 National Football League (NFL) season,0,0.2857142857142857,0.45086240000000544,0.00013258105920757813,3.8928528849300314e-05,0.0,0.0,0.0
3,Sir James A. Robertson.,Sir James A. Robertson.,"Haji Sahib of Turangzai, the most famous Pukhtun religious leader of the time",0,0.0,0.46956390000013926,0.00014196472692427507,4.168376690219411e-05,0.0,0.0,0.0
4,Scottie Scheffler.,Scottie Scheffler.,Dustin Johnson,0,0.0,0.3713015000002997,0.00011036929432105937,3.240669733470265e-05,0.0,0.0,0.0
5,Hieroglyphs,Hieroglyphs,hieroglyphs,1,1.0,0.435952200000429,0.00012751095409058936,3.743984159264879e-05,0.0,0.0,0.0
6,Michael Dwumfour has the most sacks in college football history with 55.5.,Michael Dwumfour has the most sacks in college football history with 55.5.,Mike Czerwien,0,0.0,0.7911111000003075,0.0002569882372541411,7.545703788816044e-05,0.0,0.0,0.0
7,The Assyrians conquered the **Kingdom of Israel** in 722 BCE.,The Assyrians conquered the **Kingdom of Israel** in 722 BCE.,"the ruling city of the Northern Kingdom of Israel, Samaria",0,0.375,0.723038699999961,0.00024198882579244674,7.10529018426421e-05,0.0,0.0,0.0
8,At the bottom.,At the bottom.,on the continent of Antarctica,0,0.0,0.34786699999949633,0.00010121816153142403,2.971973632432678e-05,0.0,0.0,0.0
9,Nancy Garcia,Nancy Garcia,Sitti Navarro,0,0.0,0.4517581000000064,0.00013266957963581927,3.895452026968218e-05,0.0,0.0,0.0
10,Detroit Michigan.,"Detroit, Michigan.",China,0,0.0,0.33642609999969864,9.72417151623896e-05,2.8552169794689306e-05,0.0,0.0,0.0
11,Light.,Light.,warmth,0,0.0,0.34750660000008793,9.967192481669767e-05,2.9265729387613216e-05,0.0,0.0,0.0
12,AirAsia X offers long-haul flights with more legroom and meals; AirAsia is low-cost for short-haul with minimal extras.,AirAsia X offers long-haul flights with more legroom and meals; AirAsia is low-cost for short-haul with minimal extras.,AirAsia X is the medium and long-haul operation of the brand AirAsia,0,0.35714285714285715,0.9845083000000159,0.00033157342434703813,9.735678453998341e-05,0.0,0.0,0.0
13,Ed O'Neill.,Ed O'Neill.,Mark Jackson,0,0.0,0.4049189999996088,0.00012268854848955664,3.6023884014056e-05,0.0,0.0,0.0
14,Henry Derozio.,Henry Derozio.,Michael Madhusudan Dutta,0,0.0,0.4145698000002085,0.0001259543451543267,3.698278915812641e-05,0.0,0.0,0.0
15,Won,Won,The won,1,1.0,0.33777589999954216,9.372450917921405e-05,2.7519445698175566e-05,0.0,0.0,0.0
