qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration (s),retrieval_energy_consumed (kWh),retrieval_emissions (kg)
0,The question asks about the name of the framework that,Bologna Process,0,0.0,3.176875100005418,0.0009501840667949153,0.00027899360645820744,0.06721439999819268,1.8316186353323823e-05,5.378009446644788e-06
1,"Randal Johnson Malone was born in Owensboro,",107 mi southwest of Louisville,0,0.0,0.6562917999981437,0.00020897926442555782,6.136061495299087e-05,0.11215339999762364,3.109313451099557e-05,9.129584505214762e-06
2,Aly Mohamed Ahmed plays for the Egyptian Premier League,United Arab Emirates,0,0.0,0.509191599994665,0.00016585923199342295,4.8699685582310583e-05,0.0618566000048304,1.7613641325917406e-05,5.171727761079857e-06
3,"The Hangover Part II is set in Thailand,",Las Vegas,0,0.0,0.476837100010016,0.00014820487107438282,4.3516001710266736e-05,0.08250000000407454,2.2846472199521205e-05,6.708194650423816e-06
4,The context provides information about both writers. Ann-Mar,Michel Butor,0,0.0,0.4679218000092078,0.0001377005300831527,4.0431710909121765e-05,0.02314689999911934,6.059558334850913e-06,1.779211094421388e-06
5,"The German software corporation SAP SE, which established the",Walldorf,0,0.0,0.5602551999909338,0.0001707580386436137,5.013807608204642e-05,0.05180990000371821,1.3904817778853206e-05,4.082740802371048e-06
6,The question asks about the headquarters location of the company,"City of Westminster, London",0,0.14285714285714288,0.5112182000011671,0.0001574515881265848,4.623102822822796e-05,0.06438559999514837,1.73320123010996e-05,5.08903568060511e-06
7,The question asks for the name the French give to,War of 1870,0,0.0,0.6554976000043098,0.00020785803702961058,6.1031399503283074e-05,0.025275299994973466,6.623223904587514e-06,1.944714911663439e-06
8,Francesca Schiavone and Olga,French Open,0,0.0,0.683371499995701,0.00022503332024625166,6.607441629761337e-05,0.02718540000205394,7.2109338891297945e-06,2.1172786641709187e-06
9,The question asks about the original serialized story of the,horror fiction,0,0.0,0.5354435999906855,0.00016497669844456504,4.8440555560854045e-05,0.11649699999543373,3.177543917293025e-05,9.329923202724715e-06
10,"The Stone Book Quartet, or Stone Book series",North West England,0,0.0,0.5226244000077713,0.0001608983050597661,4.724305528828219e-05,0.06638230000680778,1.792083788987658e-05,5.261926997486372e-06
11,The album in question is *Drawn to All,two Grammy awards,0,0.0,0.5830553999985568,0.00018804457862149664,5.5213760152272455e-05,0.09707229999185074,2.6172500598288194e-05,7.684785071777096e-06
12,"Based on the context provided, **Jessica Jones**",Daredevil,0,0.0,0.6057713000045624,0.00019384012283598108,5.691545126485981e-05,0.12938679999206215,3.629617607590419e-05,1.0657304640159019e-05
13,The question asks about the second First Lady to be,fashion model,0,0.0,0.6408799999917392,0.00020381113756115022,5.984314649301317e-05,0.13920439999492373,3.812276374626253e-05,1.1193628389918718e-05
14,The end of Riley Hawk's amateur career occurred before,"October 15, 2013",0,0.0,0.6742652999964776,0.00021456753108753474,6.300144510828289e-05,0.16725620000215713,4.623363128252861e-05,1.357514610267161e-05
15,Sinimol Paulose's favorite events include the,1896,0,0.0,0.6191763000097126,0.0001890627049066089,5.551270299297016e-05,0.1814818999991985,5.017118641133685e-05,1.4731293363401602e-05
16,The answer to this question involves identifying the artist associated,Mercury Prize,0,0.0,0.5632944999961182,0.00018281380540818745,5.367789743435856e-05,0.10898239999369252,2.989431706200755e-05,8.777587018342163e-06
17,Adolfo Rodríguez Saá.,Adolfo Rodríguez Saá,0,0.6666666666666666,0.5504430000000866,0.00016821472881800928,4.9391307950078654e-05,0.15272729999560397,4.169672749410184e-05,1.2243017734789509e-05
18,The actor who portrayed Lex Luthor in *Super,"January 30, 1930",0,0.0,0.6247608000121545,0.00019776510536793232,5.806790695228073e-05,0.049661199998809025,1.2707131794405757e-05,3.7310755367846027e-06
19,The 1966 Football League Cup Final,West Bromwich Albion Football Club,0,0.1818181818181818,0.68074749999505,0.0002151242862295904,6.316491988167096e-05,0.12652809999417514,3.4477568037374586e-05,1.0123323874606178e-05
20,The major benefactor who donated money to build Arch,John D Rockefeller's Standard Oil Company,0,0.0,0.486635599998408,0.00015151491491512928,4.448789873626049e-05,0.048141899998881854,1.2925299521784703e-05,3.7951340736526814e-06
21,Armie Hammer is known for his diverse roles across,Luca Guadagnino,0,0.0,0.5262940999964485,0.00016145031312573475,4.740513622238803e-05,0.06741430000693072,1.783761666738428e-05,5.237491533023886e-06
22,"The answer is **Israeli**.

Explanation:",Palestinian,0,0.0,0.6001206999935675,0.00019015292363109431,5.583281365826308e-05,0.046854100000928156,1.3064435446695062e-05,3.8359872460380876e-06
23,"The scientific name of the true creature featured in """,Eucritta melanolimnetes,0,0.0,0.5525047999981325,0.00017004602198196844,4.992901332964645e-05,0.025801900002988987,6.794066668953746e-06,1.994877864962163e-06
24,"The brother-in-law of Ezzo, Count Pal",1002,0,0.0,0.5593635999975959,0.00017200903172371771,5.050539340851956e-05,0.04464120000193361,1.2077562374470724e-05,3.546220992153107e-06
25,The context provided does not mention any board games.,San Marco,0,0.0,0.48651889999746345,0.00015138486646175126,4.444971383262952e-05,0.05245920000015758,1.4090170553875699e-05,4.137164193561971e-06
26,"The **Battle of the Little Bighorn**,",Battle of the Rosebud,0,0.4,0.5549008999951184,0.00017138483032075295,5.032211502419889e-05,0.03090860000520479,8.094782223795644e-06,2.376794733812327e-06
27,The question asks about the length of the river that,78.5 mi long,0,0.0,0.5450868000043556,0.00016790488911560847,4.930033263380302e-05,0.037283199999365024,9.878256667838692e-06,2.9004595526173894e-06
28,"Based on the provided context, there is no direct",1952,0,0.0,0.4964904999942519,0.00015313078008860373,4.4962350022123984e-05,0.057403099999646656,1.534847666431839e-05,4.506628776319048e-06
29,Bangalore Naatkal starred the following actors and,Ramanaidu Daggubati,0,0.0,0.5940299000067171,0.00018180698406918724,5.338227395861007e-05,0.02456269999674987,6.440005002352538e-06,1.8909180694597248e-06
30,The Partridge Family TV show was created by David,Bonnie Franklin,0,0.0,0.5932612999895355,0.00018092900238822447,5.312448045929126e-05,0.1586649000091711,4.353951551793294e-05,1.278409824189677e-05
31,"Greensky Bluegrass, the five-piece American","Bell's Brewery, Inc.",0,0.0,0.594946199998958,0.00020067995930513296,5.8923768085567904e-05,0.200895700007095,5.519768007528539e-05,1.6207175399473475e-05
32,The company that designed the Glomar Challenger was,"Vernier, Switzerland",0,0.0,0.5811455999937607,0.0001776416234898435,5.215923832705092e-05,0.056532100003096275,1.5198679997977e-05,4.46264539074306e-06
33,Stitch's Great Escape! replaced the theater-in,Tomorrowland,0,0.0,0.5313786000042455,0.00017284892654709065,5.075200382223529e-05,0.16014710000308696,4.413510731833746e-05,1.2958976257829296e-05
34,The architect of Hook and Ladder No.,Cuyler Reynolds,0,0.0,0.4953581000008853,0.00015404321496021348,4.523025968761365e-05,0.08633580000605434,2.3605016974436466e-05,6.930919014901415e-06
35,The question asks about the type of students attending a,girls aged 11 to 18,0,0.0,0.6340284000034444,0.0002013689114240846,5.912605861333028e-05,0.040500999995856546,1.0764954442614302e-05,3.160812276545467e-06
36,"Glenn Quagmire, a character from",Ted,0,0.0,0.5181695000064792,0.0001611102489809282,4.730528638749579e-05,0.06085349999193568,1.6304153330080832e-05,4.787235122927643e-06
37,Colin Kaepernick is an American football quarterback who played,an American football quarterback,0,0.6153846153846153,0.5381950000009965,0.0001639129065697139,4.812820436274696e-05,0.016405000002123415,4.215371669367111e-06,1.2377199173266311e-06
38,British Airways and EasyJet are both based out of,London,0,0.0,0.42015219999302644,0.00013169248679057702,3.8667625691815634e-05,0.04160280000360217,1.1068291120362093e-05,3.2498781708846253e-06
39,"The common chimpanzee (""Pan troglodytes",Concealed ovulation,0,0.0,0.571707700000843,0.00017600768875941975,5.167948144721194e-05,0.08112839999375865,2.19962440164993e-05,6.4585501495495564e-06
40,S. Sylvan Simon was primarily known as a,director and producer,0,0.0,0.4026791999931447,0.00011818602034737592,3.470184904371198e-05,0.14931910000450443,4.102316495318492e-05,1.2045245904012087e-05
41,"The question asks: ""Which Company published a magazine",GameFan,0,0.0,0.5982324000069639,0.000183401463269295,5.385044588235237e-05,0.09798469999805093,2.679498864132656e-05,7.867560378345007e-06
42,The region from which Jews supported by **Kole,the medieval city of Halych,0,0.15384615384615385,0.6919290999940131,0.00021830802263855825,6.409973044500359e-05,0.03013499999360647,8.614760543106175e-06,2.5294710748015663e-06
43,Murdock MacQuarrie was born earlier,Murdock MacQuarrie,0,0.5714285714285715,0.5353599999943981,0.00015706430200153484,4.6117313047627865e-05,0.14014299999689683,3.813429576763259e-05,1.1197014428839196e-05
44,Cardinal Hayes High School is a member of the,"New York City, Long Island, and Westchester",0,0.0,0.6201822000002721,0.0001900846027207959,5.5812753232260615e-05,0.0935036000009859,2.5249182830574934e-05,7.413679963910807e-06
45,"The building was originally known as ICI House,",explosives,0,0.0,0.6121485000039684,0.00019633530671453258,5.764808862785162e-05,0.05579720000969246,1.5050466212953988e-05,4.419126771713936e-06
46,The winner of the European Cup in the year that,Juventus,0,0.0,0.5458686000056332,0.0001757878129049129,5.161492136904849e-05,0.05129800000577234,1.3706358335103788e-05,4.0244690233734206e-06
47,The book *God Is Not Great* was written,both a lauded intellectual and a controversial public figure,0,0.0,0.5671577000030084,0.00017344674955043125,5.092753696529069e-05,0.021700600002077408,5.716604446044787e-06,1.6785127711905692e-06
48,The brother of Saulius Kuzminskas,small forward,0,0.0,0.5710785999981454,0.00017502211088820025,5.1390095491010384e-05,0.0354500000103144,9.498754571149199e-06,2.7890299230183642e-06
